cpu_psi_some_10,cpu_psi_some_60,cpu_psi_some_300,cpu_psi_full_10,cpu_psi_full_60,cpu_psi_full_300,io_psi_some_10,io_psi_some_60,io_psi_some_300,io_psi_full_10,io_psi_full_60,io_psi_full_300,mem_psi_some_10,mem_psi_some_60,mem_psi_some_300,mem_psi_full_10,mem_psi_full_60,mem_psi_full_300,load_avg_1,load_avg_5,load_avg_15,procs_running,procs_blocked,procs_disk_io,time,scheduler_PRIORITY,scheduler_RR,resource_CPU,resource_IO,resource_MEM
-2.9285054664158916,-1.4678652524531326,0.641839573353866,0.0,0.0,0.0,-0.32351074887603726,-0.30876874714559455,-0.2991176756985659,-0.3221386601906979,-0.30683432305081404,-0.2962471776557172,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.2278099834483274,-0.6324901508031272,-0.4507322004607679,-1.0703095401606117,-0.3257975659517104,0.0,1970-01-01 00:00:04,False,True,True,False,False
-0.7689829655294846,-2.1951767469200663,-1.9672761651599986,0.0,0.0,0.0,-0.32194476253644483,-0.2876012955634297,-0.2758974612309442,-0.3208451069577286,-0.2892051118740737,-0.27437066109211555,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-1.9638309547066604,-2.335903742471913,-1.8419423876188563,-0.5536146749185593,-0.3257975659517104,0.0,1970-01-01 00:00:05,True,False,False,True,False
-2.138491469760382,-2.437613911742378,-1.9893250305558903,0.0,0.0,0.0,-0.32311925229113914,-0.3013315344275367,-0.28087322147400595,-0.32170747577970815,-0.2999085615170946,-0.2761937041390824,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.4493638111422262,-2.29849770076297,-1.798353556689621,-1.0703095401606117,-0.3257975659517104,0.0,1970-01-01 00:00:05,True,False,False,True,False
-1.6880250361373266,-2.500953351200459,-2.0150487068510974,0.0,0.0,0.0,-0.32351074887603726,-0.2956106015674921,-0.2775560479786314,-0.3221386601906979,-0.29550125872290955,-0.2761937041390824,22.947367126433345,10.690731702151664,0.0,22.947367126433345,10.690731702151664,0.0,-2.3833690539568093,-2.3876967232996797,-1.8564719979286013,-0.34693672882173837,-0.3257975659517104,0.0,1970-01-01 00:00:05,False,True,False,False,True
-0.7689829655294846,-2.1951767469200663,-1.9672761651599986,0.0,0.0,0.0,-0.32194476253644483,-0.2876012955634297,-0.2758974612309442,-0.3208451069577286,-0.2892051118740737,-0.27437066109211555,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-1.9638309547066604,-2.335903742471913,-1.8419423876188563,-0.5536146749185593,-0.3257975659517104,0.0,1970-01-01 00:00:06,True,False,False,True,False
-2.79268644120291,-2.144942019074002,-1.5722339934836034,0.0,0.0,0.0,2.365679292789113,1.2112831137682423,0.8453071802056453,2.3542229788227793,1.2363512695988466,0.8705003724030341,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-0.9385552627189361,-1.8007096072516526,-1.4823345324526664,-1.1736485132090222,2.8272906037608654,0.0,1970-01-01 00:00:06,False,True,False,True,False
-2.9285054664158916,-2.669130483554675,-2.0462845994952774,0.0,0.0,0.0,1.6374956448786198,0.3525710914755554,0.12879770520474784,1.6048244725225664,0.3422984170641595,0.12305272314664648,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-1.3392377170589662,-2.12009965568955,-1.7474999206055135,-1.1736485132090222,3.153472138558718,0.0,1970-01-01 00:00:06,True,False,False,True,False
-2.138491469760382,-2.437613911742378,-1.9893250305558903,0.0,0.0,0.0,-0.32311925229113914,-0.3013315344275367,-0.28087322147400595,-0.32170747577970815,-0.2999085615170946,-0.2761937041390824,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.4493638111422262,-2.29849770076297,-1.798353556689621,-0.7602926210153803,-0.3257975659517104,0.0,1970-01-01 00:00:06,True,False,False,True,False
-1.993617842866535,-2.3939315397023218,-1.9783005978579444,0.0,0.0,0.0,-0.32351074887603726,-0.3013315344275367,-0.28087322147400595,-0.3221386601906979,-0.2999085615170946,-0.2761937041390824,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.4163664325495176,-2.2841107616441456,-1.7910887515347487,-0.8636315940637908,-0.3257975659517104,0.0,1970-01-01 00:00:07,True,False,False,True,False
-1.4209142865517963,-2.4201409629263555,-1.996674652354521,0.0,0.0,0.0,-0.32351074887603726,-0.2961826948534966,-0.2775560479786314,-0.3221386601906979,-0.29613087340779315,-0.2761937041390824,20.390133967059725,10.690731702151664,0.0,20.390133967059725,10.690731702151664,0.0,-2.3833690539568093,-2.3876967232996797,-1.8564719979286013,-0.45027570187014887,-0.3257975659517104,0.0,1970-01-01 00:00:07,False,True,False,False,True
-2.79268644120291,-2.144942019074002,-1.5722339934836034,0.0,0.0,0.0,2.365679292789113,1.2112831137682423,0.8453071802056453,2.3542229788227793,1.2363512695988466,0.8705003724030341,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-0.9385552627189361,-1.8007096072516526,-1.4823345324526664,-0.9669705671122013,3.153472138558718,0.0,1970-01-01 00:00:07,False,True,False,True,False
-1.993617842866535,-2.3939315397023218,-1.9783005978579444,0.0,0.0,0.0,-0.32351074887603726,-0.3013315344275367,-0.28087322147400595,-0.3221386601906979,-0.2999085615170946,-0.2761937041390824,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.4163664325495176,-2.2841107616441456,-1.7910887515347487,-0.9669705671122013,-0.3257975659517104,0.0,1970-01-01 00:00:08,True,False,False,True,False
-2.131700518499733,-1.387052864179029,0.6363273570048932,0.0,0.0,0.0,-0.32351074887603726,-0.30876874714559455,-0.2991176756985659,-0.3221386601906979,-0.30683432305081404,-0.2962471776557172,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.2136682497657376,-0.6497544777457164,-0.4507322004607679,-0.9669705671122013,-0.3257975659517104,0.0,1970-01-01 00:00:08,False,True,True,False,False
-2.81758659582529,-2.1602308492880216,-1.574071398933261,0.0,0.0,0.0,2.5097500360316194,1.3285622373991555,0.938188038076132,2.486596592996638,1.348422683508124,0.9616525247513741,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-0.9385552627189361,-1.8007096072516526,-1.4823345324526664,-1.1736485132090222,3.153472138558718,0.0,1970-01-01 00:00:08,False,True,False,True,False
-1.325840968902709,-2.3611697606722797,-1.9838128142069174,0.0,0.0,0.0,-0.32351074887603726,-0.296754788139501,-0.27921463472631874,-0.3221386601906979,-0.2967604880926767,-0.2780167471860492,15.275667648312476,10.690731702151664,0.0,15.275667648312476,10.690731702151664,0.0,-2.3833690539568093,-2.3876967232996797,-1.8564719979286013,-0.5536146749185593,-0.3257975659517104,0.0,1970-01-01 00:00:08,False,True,False,False,True
-0.34115303610859304,-2.066313749401901,-1.9415524888647913,0.0,0.0,0.0,-0.32233625912134295,-0.28817338884943416,-0.2775560479786314,-0.3212762913687184,-0.2898347265589573,-0.2761937041390824,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-1.8577679520872405,-2.2927429251154403,-1.823780374731675,-0.5536146749185593,-0.3257975659517104,0.0,1970-01-01 00:00:08,True,False,False,True,False
-0.07177863610284603,-1.954923700699758,-1.917666218019242,0.0,0.0,0.0,-0.32272775570624107,-0.28874548213543866,-0.2775560479786314,-0.3212762913687184,-0.2898347265589573,-0.2761937041390824,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-1.8577679520872405,-2.2927429251154403,-1.823780374731675,-0.5536146749185593,-0.3257975659517104,0.0,1970-01-01 00:00:09,True,False,False,True,False
-2.131700518499733,-1.387052864179029,0.6363273570048932,0.0,0.0,0.0,-0.32351074887603726,-0.30876874714559455,-0.2991176756985659,-0.3221386601906979,-0.30683432305081404,-0.2962471776557172,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.2136682497657376,-0.6497544777457164,-0.4507322004607679,-1.0703095401606117,-0.3257975659517104,0.0,1970-01-01 00:00:09,False,True,True,False,False
-1.7853620042066298,-1.34118637353697,0.6344899515552356,0.0,0.0,0.0,-0.32351074887603726,-0.30876874714559455,-0.2991176756985659,-0.3221386601906979,-0.30683432305081404,-0.2962471776557172,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.2136682497657376,-0.6497544777457164,-0.4507322004607679,-1.0703095401606117,-0.3257975659517104,0.0,1970-01-01 00:00:10,False,True,True,False,False
-1.8781716714355008,-2.3502491676622657,-1.969113570609656,0.0,0.0,0.0,-0.32351074887603726,-0.3019036277135411,-0.28087322147400595,-0.3221386601906979,-0.3005381762019782,-0.2761937041390824,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.4163664325495176,-2.2841107616441456,-1.7910887515347487,0.583114028613956,-0.3257975659517104,0.0,1970-01-01 00:00:10,True,False,False,True,False
-1.1266397319236694,-2.2825414910001784,-1.9672761651599986,0.0,0.0,0.0,-0.32351074887603726,-0.296754788139501,-0.27921463472631874,-0.3221386601906979,-0.2967604880926767,-0.2780167471860492,12.718434488938854,10.690731702151664,0.0,12.718434488938854,10.690731702151664,0.0,-2.223096072220797,-2.338781130295678,-1.8346775824639838,-0.34693672882173837,-0.3257975659517104,0.0,1970-01-01 00:00:10,False,True,False,False,True
-0.07177863610284603,-1.954923700699758,-1.917666218019242,0.0,0.0,0.0,-0.32272775570624107,-0.28874548213543866,-0.2775560479786314,-0.3212762913687184,-0.2898347265589573,-0.2761937041390824,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-1.8577679520872405,-2.2927429251154403,-1.823780374731675,-0.2435977557733279,-0.3257975659517104,0.0,1970-01-01 00:00:10,True,False,False,True,False
-2.8900234092722132,-2.6560257719426583,-2.038934977696647,0.0,0.0,0.0,2.3515854157327807,0.782213149264901,0.42568473304076787,2.2994625586270794,0.7622514118815089,0.4147396106613343,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-0.8089227039618674,-1.9618433253824836,-1.682116674211661,-1.1736485132090222,3.153472138558718,0.0,1970-01-01 00:00:11,True,False,False,True,False
-1.7853620042066298,-1.34118637353697,0.6344899515552356,0.0,0.0,0.0,-0.32351074887603726,-0.30876874714559455,-0.2991176756985659,-0.3221386601906979,-0.30683432305081404,-0.2962471776557172,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.1806708711730294,-0.6583866412170107,-0.4470997978833317,-0.9669705671122013,-0.3257975659517104,0.0,1970-01-01 00:00:11,False,True,True,False,False
-1.1266397319236694,-2.2825414910001784,-1.9672761651599986,0.0,0.0,0.0,-0.32351074887603726,-0.296754788139501,-0.27921463472631874,-0.3221386601906979,-0.2967604880926767,-0.2780167471860492,12.718434488938854,10.690731702151664,0.0,12.718434488938854,10.690731702151664,0.0,-2.223096072220797,-2.338781130295678,-1.8346775824639838,-0.34693672882173837,-0.3257975659517104,0.0,1970-01-01 00:00:11,False,True,False,False,True
-2.8900234092722132,-2.6560257719426583,-2.038934977696647,0.0,0.0,0.0,2.3515854157327807,0.782213149264901,0.42568473304076787,2.2994625586270794,0.7622514118815089,0.4147396106613343,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-0.8089227039618674,-1.9618433253824836,-1.682116674211661,-1.0703095401606117,2.8272906037608654,0.0,1970-01-01 00:00:12,True,False,False,True,False
-1.6178518731106195,-2.280357372398176,-1.9544143270123948,0.0,0.0,0.0,-0.32351074887603726,-0.3019036277135411,-0.28087322147400595,-0.3221386601906979,-0.3005381762019782,-0.2761937041390824,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-1.9709018215479546,-2.1661378608697874,-1.7438675180280774,1.2031478669044189,-0.3257975659517104,0.0,1970-01-01 00:00:12,True,False,False,True,False
-1.5408877588232632,-1.3040563573029225,0.632652546105578,0.0,0.0,0.0,-0.32351074887603726,-0.30876874714559455,-0.2991176756985659,-0.3221386601906979,-0.30683432305081404,-0.2962471776557172,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.1806708711730294,-0.6583866412170107,-0.4470997978833317,-1.0703095401606117,-0.3257975659517104,0.0,1970-01-01 00:00:13,False,True,True,False,False
0.35378764289782927,-1.7386959591014803,-1.8680562708784856,0.0,0.0,0.0,-0.3160723137629731,-0.28817338884943416,-0.2758974612309442,-0.3139461563818923,-0.2892051118740737,-0.27437066109211555,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-1.7210645264888773,-2.243827332111438,-1.8019859592670575,-0.5536146749185593,-0.3257975659517104,0.0,1970-01-01 00:00:13,True,False,False,True,False
-1.00213895881177,-2.2148338143380917,-1.9525769215627373,0.0,0.0,0.0,-0.32351074887603726,-0.29732688142550545,-0.27921463472631874,-0.3221386601906979,-0.2973901027775603,-0.2780167471860492,10.16120132956523,10.690731702151664,0.0,10.16120132956523,10.690731702151664,0.0,-2.223096072220797,-2.338781130295678,-1.8346775824639838,-0.1402587827249174,-0.3257975659517104,0.0,1970-01-01 00:00:13,False,True,False,False,True
-2.781368189101828,-2.173335560900038,-1.574071398933261,0.0,0.0,0.0,2.7242901645557858,1.550534432368884,1.1222911670694182,2.7052070893684492,1.5681582085324945,1.143956829448054,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-0.4223819833044269,-1.6424532769445863,-1.4133188834813775,-1.0703095401606117,3.153472138558718,0.0,1970-01-01 00:00:13,False,True,False,True,False
-1.3235773184824928,-2.199544984124072,-1.9360402725158183,0.0,0.0,0.0,-0.32351074887603726,-0.3019036277135411,-0.28087322147400595,-0.3221386601906979,-0.3005381762019782,-0.2780167471860492,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-1.9709018215479546,-2.1661378608697874,-1.7438675180280774,-0.5536146749185593,-0.3257975659517104,0.0,1970-01-01 00:00:13,True,False,False,True,False
-1.3235773184824928,-2.199544984124072,-1.9360402725158183,0.0,0.0,0.0,-0.32351074887603726,-0.3019036277135411,-0.28087322147400595,-0.3221386601906979,-0.3005381762019782,-0.2780167471860492,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-1.9709018215479546,-2.1661378608697874,-1.7438675180280774,-0.45027570187014887,-0.3257975659517104,0.0,1970-01-01 00:00:14,True,False,False,True,False
-2.7677862865805296,-2.1820720353080496,-1.574071398933261,0.0,0.0,0.0,2.8033724747052053,1.6563716902797083,1.2135134381922177,2.7897192339224435,1.6739334755929363,1.2351089817963938,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-0.005200839668042733,-1.504338661403874,-1.351568039664961,-1.0703095401606117,2.9360177820268163,0.0,1970-01-01 00:00:14,False,True,False,True,False
-1.4661872949561232,-1.288767527088903,0.6253029243069471,0.0,0.0,0.0,-0.32351074887603726,-0.30876874714559455,-0.2991176756985659,-0.3221386601906979,-0.30683432305081404,-0.2962471776557172,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.1806708711730294,-0.6583866412170107,-0.4470997978833317,-0.9669705671122013,-0.3257975659517104,0.0,1970-01-01 00:00:14,False,True,True,False,False
-2.8990780109530787,-2.6538416533406557,-2.0370975722469895,0.0,0.0,0.0,2.4980051384846758,0.9132225117599212,0.5218827644066291,2.449083549240528,0.8925816516524105,0.5095378491036078,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-0.8089227039618674,-1.9618433253824836,-1.682116674211661,-0.45027570187014887,2.9360177820268163,0.0,1970-01-01 00:00:14,True,False,False,True,False
0.5778890344992492,-1.6229376731953318,-1.8423325945832782,0.0,0.0,0.0,-0.31724680351766743,-0.2893175754214431,-0.2758974612309442,-0.31523970961486164,-0.2898347265589573,-0.27437066109211555,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-1.7210645264888773,-2.243827332111438,-1.8019859592670575,-0.45027570187014887,-0.3257975659517104,0.0,1970-01-01 00:00:15,True,False,False,True,False
-0.8595289823381391,-2.142757900471999,-1.9360402725158183,0.0,0.0,0.0,-0.32351074887603726,-0.2978989747115099,-0.27921463472631874,-0.3221386601906979,-0.2973901027775603,-0.2780167471860492,7.6039681701916075,10.690731702151664,0.0,7.6039681701916075,10.690731702151664,0.0,-2.1146761139876125,-2.3013750885867346,-1.8201479721542388,-0.34693672882173837,-0.3257975659517104,0.0,1970-01-01 00:00:15,False,True,False,False,True
-2.7677862865805296,-2.1820720353080496,-1.574071398933261,0.0,0.0,0.0,2.8033724747052053,1.6563716902797083,1.2135134381922177,2.7897192339224435,1.6739334755929363,1.2351089817963938,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-0.005200839668042733,-1.504338661403874,-1.351568039664961,-1.1736485132090222,3.153472138558718,0.0,1970-01-01 00:00:15,False,True,False,True,False
-0.9998753083915536,-2.1056278842379514,-1.9158288125695844,0.0,0.0,0.0,-0.32351074887603726,-0.30247572099954556,-0.28087322147400595,-0.3221386601906979,-0.3011677908868618,-0.2780167471860492,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-1.9709018215479546,-2.1661378608697874,-1.7438675180280774,-0.9669705671122013,-0.3257975659517104,0.0,1970-01-01 00:00:15,True,False,False,True,False
-2.9036053117935112,-2.6538416533406557,-2.0352601667973316,0.0,0.0,0.0,2.6393354056328957,1.0453760608269504,0.6197393825201776,2.595686248977049,1.0241711207930793,0.6061591305928482,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-0.3799567822566591,-1.8208513220180063,-1.6203658303952444,-0.8636315940637908,3.153472138558718,0.0,1970-01-01 00:00:16,True,False,False,True,False
-2.756468034479448,-2.188624391114058,-1.574071398933261,0.0,0.0,0.0,2.8750163497415606,1.760492668332519,1.304735709315017,2.858708739680806,1.7759310545440765,1.3262611341447337,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-0.005200839668042733,-1.504338661403874,-1.351568039664961,-1.1736485132090222,3.153472138558718,0.0,1970-01-01 00:00:16,False,True,False,True,False
-1.0768394226789098,-1.2188757318248131,0.6289777352062627,0.0,0.0,0.0,-0.32351074887603726,-0.30876874714559455,-0.2991176756985659,-0.3221386601906979,-0.30683432305081404,-0.2962471776557172,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.0934635134637287,-0.6526318655694812,-0.43983499272845933,-0.9669705671122013,-0.3257975659517104,0.0,1970-01-01 00:00:16,False,True,True,False,False
-2.756468034479448,-2.188624391114058,-1.574071398933261,0.0,0.0,0.0,2.8750163497415606,1.760492668332519,1.304735709315017,2.858708739680806,1.7759310545440765,1.3262611341447337,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-0.005200839668042733,-1.504338661403874,-1.351568039664961,-0.45027570187014887,2.6098362472289636,0.0,1970-01-01 00:00:17,False,True,False,True,False
-2.9103962630541607,-2.6516575347386526,-2.0334227613476736,0.0,0.0,0.0,2.7552183947627373,1.1729528636059436,0.7175960006337261,2.715124330821214,1.1513532871395629,0.7046034551290553,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-0.3799567822566591,-1.8208513220180063,-1.6203658303952444,-1.1736485132090222,3.153472138558718,0.0,1970-01-01 00:00:17,True,False,False,True,False
-1.0768394226789098,-1.2188757318248131,0.6289777352062627,0.0,0.0,0.0,-0.32351074887603726,-0.30876874714559455,-0.2991176756985659,-0.3221386601906979,-0.30683432305081404,-0.2962471776557172,-0.06773130792926017,-0.12412579231435394,0.0,-0.06773130792926017,-0.12412579231435394,0.0,-2.0934635134637287,-0.6526318655694812,-0.43983499272845933,-1.0703095401606117,-0.3257975659517104,0.0,1970-01-01 00:00:17,False,True,True,False,False
