time_ms,cpu_cores,cpu_psi_some_10,cpu_psi_some_60,cpu_psi_some_300,cpu_psi_full_10,cpu_psi_full_60,cpu_psi_full_300,io_psi_some_10,io_psi_some_60,io_psi_some_300,io_psi_full_10,io_psi_full_60,io_psi_full_300,mem_psi_some_10,mem_psi_some_60,mem_psi_some_300,mem_psi_full_10,mem_psi_full_60,mem_psi_full_300,load_avg_1,load_avg_5,load_avg_15,procs_running,procs_blocked,procs_disk_io,source_file
89000,,2.28,2.18,1.02,0,0,0,93.85,73.16,25.27,87.0,67.3,23.16,0.0,0.0,0.0,0.0,0.0,0.0,25.95,9.16,3.31,1,31,0,prio-io.csv
90000,,2.28,2.18,1.02,0,0,0,93.85,73.16,25.27,87.0,67.3,23.16,0.0,0.0,0.0,0.0,0.0,0.0,26.51,9.55,3.47,3,32,0,prio-io.csv
91000,,2.23,2.18,1.02,0,0,0,93.88,73.84,25.75,87.0,67.94,23.6,0.0,0.0,0.0,0.0,0.0,0.0,26.51,9.55,3.47,1,32,0,prio-io.csv
92000,,2.23,2.18,1.02,0,0,0,93.88,73.84,25.75,87.0,67.94,23.6,0.0,0.0,0.0,0.0,0.0,0.0,26.51,9.55,3.47,1,32,0,prio-io.csv
93000,,2.18,2.17,1.03,0,0,0,93.9,74.5,26.21,86.82,68.53,24.03,0.0,0.0,0.0,0.0,0.0,0.0,26.51,9.55,3.47,2,32,0,prio-io.csv
94000,,2.18,2.17,1.03,0,0,0,93.9,74.5,26.21,86.82,68.53,24.03,0.0,0.0,0.0,0.0,0.0,0.0,26.51,9.55,3.47,15,32,0,prio-io.csv
95000,,2.33,2.2,1.04,0,0,0,93.01,74.98,26.64,85.04,68.81,24.39,0.0,0.0,0.0,0.0,0.0,0.0,27.03,9.94,3.63,2,32,0,prio-io.csv
96000,,2.33,2.2,1.04,0,0,0,93.01,74.98,26.64,85.04,68.81,24.39,0.0,0.0,0.0,0.0,0.0,0.0,27.03,9.94,3.63,1,32,0,prio-io.csv
97000,,2.27,2.19,1.05,0,0,0,92.83,75.53,27.09,84.49,69.24,24.78,0.0,0.0,0.0,0.0,0.0,0.0,27.03,9.94,3.63,5,32,0,prio-io.csv
98000,,2.27,2.19,1.05,0,0,0,92.83,75.53,27.09,84.49,69.24,24.78,0.0,0.0,0.0,0.0,0.0,0.0,27.03,9.94,3.63,1,29,0,prio-io.csv
99000,,2.4,2.22,1.06,0,0,0,92.31,76.01,27.52,83.67,69.59,25.16,0.0,0.0,0.0,0.0,0.0,0.0,27.03,9.94,3.63,4,31,0,prio-io.csv
100000,,2.4,2.22,1.06,0,0,0,92.31,76.01,27.52,83.67,69.59,25.16,0.0,0.0,0.0,0.0,0.0,0.0,27.43,10.31,3.78,4,32,0,prio-io.csv
101000,,2.33,2.21,1.07,0,0,0,92.26,76.53,27.96,83.55,70.03,25.56,0.0,0.0,0.0,0.0,0.0,0.0,27.43,10.31,3.78,2,32,0,prio-io.csv
102000,,2.33,2.21,1.07,0,0,0,92.26,76.53,27.96,83.55,70.03,25.56,0.0,0.0,0.0,0.0,0.0,0.0,27.43,10.31,3.78,5,32,0,prio-io.csv
103000,,2.27,2.2,1.08,0,0,0,92.21,77.04,28.4,83.27,70.42,25.94,0.0,0.0,0.0,0.0,0.0,0.0,27.43,10.31,3.78,1,32,0,prio-io.csv
104000,,2.27,2.2,1.08,0,0,0,92.21,77.04,28.4,83.27,70.42,25.94,0.0,0.0,0.0,0.0,0.0,0.0,27.43,10.31,3.78,1,32,0,prio-io.csv
105000,,2.22,2.19,1.08,0,0,0,91.63,77.43,28.81,82.31,70.67,26.3,0.0,0.0,0.0,0.0,0.0,0.0,27.88,10.69,3.94,2,32,0,prio-io.csv
106000,,2.22,2.19,1.08,0,0,0,91.63,77.43,28.81,82.31,70.67,26.3,0.0,0.0,0.0,0.0,0.0,0.0,27.88,10.69,3.94,1,32,0,prio-io.csv
107000,,2.18,2.19,1.09,0,0,0,91.69,77.91,29.24,82.62,71.11,26.69,0.0,0.0,0.0,0.0,0.0,0.0,27.88,10.69,3.94,1,32,0,prio-io.csv
108000,,2.18,2.19,1.09,0,0,0,91.69,77.91,29.24,82.62,71.11,26.69,0.0,0.0,0.0,0.0,0.0,0.0,27.88,10.69,3.94,2,32,0,prio-io.csv
109000,,2.33,2.21,1.1,0,0,0,91.93,78.4,29.68,83.23,71.6,27.1,0.0,0.0,0.0,0.0,0.0,0.0,27.88,10.69,3.94,2,32,0,prio-io.csv
110000,,2.33,2.21,1.1,0,0,0,91.93,78.4,29.68,83.23,71.6,27.1,0.0,0.0,0.0,0.0,0.0,0.0,28.21,11.04,4.09,5,29,0,prio-io.csv
111000,,2.27,2.21,1.11,0,0,0,92.67,78.97,30.13,84.46,72.2,27.53,0.0,0.0,0.0,0.0,0.0,0.0,28.21,11.04,4.09,5,32,0,prio-io.csv
112000,,2.27,2.21,1.11,0,0,0,92.67,78.97,30.13,84.46,72.2,27.53,0.0,0.0,0.0,0.0,0.0,0.0,28.21,11.04,4.09,1,29,0,prio-io.csv
113000,,2.58,2.27,1.13,0,0,0,92.73,79.43,30.56,84.92,72.68,27.94,0.0,0.0,0.0,0.0,0.0,0.0,28.21,11.04,4.09,1,32,0,prio-io.csv
114000,,2.58,2.27,1.13,0,0,0,92.73,79.43,30.56,84.92,72.68,27.94,0.0,0.0,0.0,0.0,0.0,0.0,28.21,11.04,4.09,1,29,0,prio-io.csv
115000,,2.47,2.26,1.14,0,0,0,92.96,79.91,31.0,85.29,73.15,28.34,0.0,0.0,0.0,0.0,0.0,0.0,28.51,11.39,4.24,2,32,0,prio-io.csv
116000,,2.47,2.26,1.14,0,0,0,92.96,79.91,31.0,85.29,73.15,28.34,0.0,0.0,0.0,0.0,0.0,0.0,28.51,11.39,4.24,1,30,0,prio-io.csv
117000,,2.39,2.25,1.14,0,0,0,93.33,80.4,31.43,85.96,73.67,28.75,0.0,0.0,0.0,0.0,0.0,0.0,28.51,11.39,4.24,2,32,0,prio-io.csv
118000,,2.39,2.25,1.14,0,0,0,93.33,80.4,31.43,85.96,73.67,28.75,0.0,0.0,0.0,0.0,0.0,0.0,28.51,11.39,4.24,1,32,0,prio-io.csv
0,,7.84,2.64,0.69,0,0,0,0.07,0.41,0.15,0.05,0.32,0.12,0.0,0.0,0.0,0.0,0.0,0.0,3.9,1.03,0.35,16,0,0,prio-mem.csv
1000,,9.14,3.05,0.79,0,0,0,0.06,0.4,0.15,0.04,0.3,0.12,0.0,0.0,0.0,0.0,0.0,0.0,3.9,1.03,0.35,8,0,0,prio-mem.csv
2000,,9.14,3.05,0.79,0,0,0,0.06,0.4,0.15,0.04,0.3,0.12,0.0,0.0,0.0,0.0,0.0,0.0,4.31,1.16,0.4,8,0,0,prio-mem.csv
3000,,9.48,3.31,0.86,0,0,0,0.04,0.38,0.15,0.03,0.29,0.12,0.0,0.0,0.0,0.0,0.0,0.0,4.31,1.16,0.4,7,0,0,prio-mem.csv
4000,,9.48,3.31,0.86,0,0,0,0.04,0.38,0.15,0.03,0.29,0.12,0.0,0.0,0.0,0.0,0.0,0.0,4.31,1.16,0.4,7,0,0,prio-mem.csv
5000,,11.56,3.89,1.0,0,0,0,0.04,0.37,0.15,0.03,0.28,0.12,0.0,0.0,0.0,0.0,0.0,0.0,4.31,1.16,0.4,7,0,0,prio-mem.csv
6000,,11.56,3.89,1.0,0,0,0,0.04,0.37,0.15,0.03,0.28,0.12,0.0,0.0,0.0,0.0,0.0,0.0,4.31,1.16,0.4,7,0,0,prio-mem.csv
7000,,13.45,4.48,1.14,0,0,0,0.03,0.36,0.14,0.02,0.27,0.11,0.0,0.0,0.0,0.0,0.0,0.0,4.76,1.31,0.45,7,0,0,prio-mem.csv
8000,,13.45,4.48,1.14,0,0,0,0.03,0.36,0.14,0.02,0.27,0.11,0.0,0.0,0.0,0.0,0.0,0.0,4.76,1.31,0.45,7,0,0,prio-mem.csv
9000,,14.64,4.99,1.27,0,0,0,0.02,0.35,0.14,0.02,0.27,0.11,0.0,0.0,0.0,0.0,0.0,0.0,4.76,1.31,0.45,7,0,0,prio-mem.csv
10000,,14.64,4.99,1.27,0,0,0,0.02,0.35,0.14,0.02,0.27,0.11,0.0,0.0,0.0,0.0,0.0,0.0,4.76,1.31,0.45,10,0,0,prio-mem.csv
11000,,15.97,5.54,1.41,0,0,0,0.02,0.33,0.14,0.01,0.26,0.11,0.0,0.0,0.0,0.0,0.0,0.0,4.76,1.31,0.45,8,0,0,prio-mem.csv
12000,,15.97,5.54,1.41,0,0,0,0.02,0.33,0.14,0.01,0.26,0.11,0.0,0.0,0.0,0.0,0.0,0.0,5.34,1.48,0.51,8,0,0,prio-mem.csv
13000,,16.52,5.98,1.54,0,0,0,0.19,0.36,0.15,0.19,0.28,0.12,0.0,0.0,0.0,0.0,0.0,0.0,5.34,1.48,0.51,7,0,0,prio-mem.csv
14000,,16.52,5.98,1.54,0,0,0,0.19,0.36,0.15,0.19,0.28,0.12,0.0,0.0,0.0,0.0,0.0,0.0,5.34,1.48,0.51,7,0,0,prio-mem.csv
15000,,17.51,6.51,1.68,0,0,0,0.16,0.34,0.15,0.16,0.27,0.12,0.0,0.0,0.0,0.0,0.0,0.0,5.34,1.48,0.51,8,0,0,prio-mem.csv
16000,,17.51,6.51,1.68,0,0,0,0.16,0.34,0.15,0.16,0.27,0.12,0.0,0.0,0.0,0.0,0.0,0.0,5.34,1.48,0.51,7,0,0,prio-mem.csv
17000,,16.87,6.75,1.76,0,0,0,0.13,0.33,0.14,0.13,0.26,0.12,0.0,0.0,0.0,0.0,0.0,0.0,5.72,1.63,0.56,8,0,0,prio-mem.csv
18000,,16.87,6.75,1.76,0,0,0,0.13,0.33,0.14,0.13,0.26,0.12,0.0,0.0,0.0,0.0,0.0,0.0,5.72,1.63,0.56,8,0,0,prio-mem.csv
19000,,16.53,7.02,1.85,0,0,0,0.1,0.32,0.14,0.1,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.0,5.72,1.63,0.56,7,0,0,prio-mem.csv
20000,,16.53,7.02,1.85,0,0,0,0.1,0.32,0.14,0.1,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.0,5.72,1.63,0.56,7,0,0,prio-mem.csv
21000,,15.89,7.22,1.93,0,0,0,0.08,0.31,0.14,0.08,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0,5.72,1.63,0.56,7,0,0,prio-mem.csv
22000,,15.89,7.22,1.93,0,0,0,0.08,0.31,0.14,0.08,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.06,1.77,0.61,7,0,0,prio-mem.csv
23000,,16.09,7.54,2.03,0,0,0,0.07,0.3,0.14,0.07,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.06,1.77,0.61,7,0,0,prio-mem.csv
24000,,16.09,7.54,2.03,0,0,0,0.07,0.3,0.14,0.07,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.06,1.77,0.61,7,0,0,prio-mem.csv
25000,,16.62,7.91,2.15,0,0,0,0.05,0.29,0.14,0.05,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.06,1.77,0.61,7,0,0,prio-mem.csv
26000,,16.62,7.91,2.15,0,0,0,0.05,0.29,0.14,0.05,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.06,1.77,0.61,7,0,0,prio-mem.csv
27000,,17.59,8.38,2.28,0,0,0,0.04,0.28,0.14,0.04,0.22,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.38,1.9,0.66,7,0,0,prio-mem.csv
28000,,17.59,8.38,2.28,0,0,0,0.04,0.28,0.14,0.04,0.22,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.38,1.9,0.66,8,0,0,prio-mem.csv
29000,,17.67,8.69,2.39,0,0,0,0.03,0.27,0.14,0.03,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.38,1.9,0.66,7,0,0,prio-mem.csv
30000,,17.67,8.69,2.39,0,0,0,0.03,0.27,0.14,0.03,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.38,1.9,0.66,7,0,0,prio-mem.csv
31000,,17.91,9.03,2.5,0,0,0,0.03,0.26,0.13,0.03,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.38,1.9,0.66,7,0,0,prio-mem.csv
32000,,17.91,9.03,2.5,0,0,0,0.03,0.26,0.13,0.03,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.59,2.02,0.71,7,0,0,prio-mem.csv
33000,,18.1,9.35,2.62,0,0,0,0.02,0.25,0.13,0.02,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.59,2.02,0.71,7,0,0,prio-mem.csv
34000,,18.1,9.35,2.62,0,0,0,0.02,0.25,0.13,0.02,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.59,2.02,0.71,7,0,0,prio-mem.csv
35000,,18.27,9.67,2.73,0,0,0,0.02,0.24,0.13,0.02,0.19,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.59,2.02,0.71,8,0,0,prio-mem.csv
36000,,18.27,9.67,2.73,0,0,0,0.02,0.24,0.13,0.02,0.19,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.59,2.02,0.71,7,0,0,prio-mem.csv
37000,,18.22,9.94,2.83,0,0,0,0.01,0.23,0.13,0.01,0.18,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2.12,0.75,11,0,0,prio-mem.csv
38000,,18.22,9.94,2.83,0,0,0,0.01,0.23,0.13,0.01,0.18,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2.12,0.75,7,0,0,prio-mem.csv
39000,,18.36,10.24,2.94,0,0,0,0.01,0.23,0.13,0.01,0.18,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2.12,0.75,10,0,0,prio-mem.csv
40000,,18.36,10.24,2.94,0,0,0,0.01,0.23,0.13,0.01,0.18,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2.12,0.75,7,0,0,prio-mem.csv
41000,,18.84,10.59,3.07,0,0,0,0.01,0.22,0.13,0.01,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2.12,0.75,8,0,0,prio-mem.csv
42000,,18.84,10.59,3.07,0,0,0,0.01,0.22,0.13,0.01,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2.3,0.81,7,0,0,prio-mem.csv
43000,,18.86,10.87,3.18,0,0,0,0.0,0.21,0.13,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2.3,0.81,7,0,0,prio-mem.csv
44000,,18.86,10.87,3.18,0,0,0,0.0,0.21,0.13,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2.3,0.81,7,0,0,prio-mem.csv
45000,,18.34,11.03,3.26,0,0,0,0.0,0.2,0.13,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2.3,0.81,10,0,0,prio-mem.csv
46000,,18.34,11.03,3.26,0,0,0,0.0,0.2,0.13,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2.3,0.81,10,0,0,prio-mem.csv
47000,,17.19,11.07,3.32,0,0,0,0.0,0.2,0.13,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.51,2.44,0.87,10,0,0,prio-mem.csv
48000,,17.19,11.07,3.32,0,0,0,0.0,0.2,0.13,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.51,2.44,0.87,7,0,0,prio-mem.csv
49000,,15.53,10.96,3.36,0,0,0,0.0,0.19,0.13,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.51,2.44,0.87,9,0,0,prio-mem.csv
50000,,15.53,10.96,3.36,0,0,0,0.0,0.19,0.13,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.51,2.44,0.87,7,0,0,prio-mem.csv
51000,,14.89,11.0,3.42,0,0,0,0.0,0.18,0.12,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.51,2.44,0.87,9,0,0,prio-mem.csv
52000,,14.89,11.0,3.42,0,0,0,0.0,0.18,0.12,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.79,2.59,0.92,7,0,0,prio-mem.csv
53000,,15.27,11.2,3.51,0,0,0,0.0,0.18,0.12,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.79,2.59,0.92,8,0,0,prio-mem.csv
54000,,15.27,11.2,3.51,0,0,0,0.0,0.18,0.12,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.79,2.59,0.92,7,0,0,prio-mem.csv
55000,,16.13,11.48,3.62,0,0,0,0.0,0.17,0.12,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.79,2.59,0.92,7,0,0,prio-mem.csv
56000,,16.13,11.48,3.62,0,0,0,0.0,0.17,0.12,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.79,2.59,0.92,7,0,0,prio-mem.csv
57000,,16.65,11.73,3.73,0,0,0,0.0,0.16,0.12,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.05,2.73,0.98,10,0,0,prio-mem.csv
58000,,16.65,11.73,3.73,0,0,0,0.0,0.16,0.12,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.05,2.73,0.98,7,0,0,prio-mem.csv
59000,,16.89,11.93,3.83,0,0,0,0.0,0.16,0.12,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.05,2.73,0.98,9,0,0,prio-mem.csv
60000,,16.89,11.93,3.83,0,0,0,0.0,0.16,0.12,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.05,2.73,0.98,8,0,0,prio-mem.csv
61000,,17.27,12.17,3.93,0,0,0,0.0,0.15,0.12,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.05,2.73,0.98,8,0,0,prio-mem.csv
62000,,17.27,12.17,3.93,0,0,0,0.0,0.15,0.12,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.52,2.91,1.05,8,0,0,prio-mem.csv
63000,,17.22,12.32,4.02,0,0,0,0.0,0.15,0.12,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,8.52,2.91,1.05,9,0,0,prio-mem.csv
64000,,17.22,12.32,4.02,0,0,0,0.0,0.15,0.12,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,8.52,2.91,1.05,7,0,0,prio-mem.csv
65000,,17.54,12.54,4.12,0,0,0,0.0,0.14,0.12,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,8.52,2.91,1.05,10,0,0,prio-mem.csv
66000,,17.54,12.54,4.12,0,0,0,0.0,0.14,0.12,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,8.52,2.91,1.05,11,0,0,prio-mem.csv
67000,,17.99,12.79,4.23,0,0,0,0.0,0.14,0.12,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,8.96,3.1,1.12,7,0,0,prio-mem.csv
68000,,17.99,12.79,4.23,0,0,0,0.0,0.14,0.12,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,8.96,3.1,1.12,8,0,0,prio-mem.csv
69000,,17.99,12.96,4.32,0,0,0,0.0,0.13,0.12,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,8.96,3.1,1.12,7,0,0,prio-mem.csv
70000,,17.99,12.96,4.32,0,0,0,0.0,0.13,0.12,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,8.96,3.1,1.12,11,0,0,prio-mem.csv
71000,,18.35,13.19,4.43,0,0,0,0.0,0.13,0.12,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,8.96,3.1,1.12,8,1,0,prio-mem.csv
72000,,18.35,13.19,4.43,0,0,0,0.0,0.13,0.12,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,9.04,3.21,1.16,7,0,0,prio-mem.csv
73000,,18.65,13.41,4.54,0,0,0,0.18,0.16,0.12,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,9.04,3.21,1.16,7,0,0,prio-mem.csv
74000,,18.65,13.41,4.54,0,0,0,0.18,0.16,0.12,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,9.04,3.21,1.16,10,0,0,prio-mem.csv
75000,,18.71,13.59,4.64,0,0,0,0.14,0.15,0.12,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,9.04,3.21,1.16,8,0,0,prio-mem.csv
76000,,18.71,13.59,4.64,0,0,0,0.14,0.15,0.12,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,9.04,3.21,1.16,9,0,0,prio-mem.csv
77000,,18.76,13.77,4.74,0,0,0,0.12,0.15,0.12,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,9.28,3.36,1.22,8,0,0,prio-mem.csv
78000,,18.76,13.77,4.74,0,0,0,0.12,0.15,0.12,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,9.28,3.36,1.22,8,0,0,prio-mem.csv
79000,,18.08,13.81,4.81,0,0,0,0.09,0.14,0.12,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,9.28,3.36,1.22,7,0,0,prio-mem.csv
80000,,18.08,13.81,4.81,0,0,0,0.09,0.14,0.12,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,9.28,3.36,1.22,7,0,0,prio-mem.csv
81000,,18.25,13.98,4.9,0,0,0,0.08,0.14,0.12,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,9.28,3.36,1.22,8,0,0,prio-mem.csv
82000,,18.25,13.98,4.9,0,0,0,0.08,0.14,0.12,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,9.66,3.54,1.29,7,0,0,prio-mem.csv
83000,,18.2,14.11,4.99,0,0,0,0.06,0.13,0.12,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.66,3.54,1.29,8,0,0,prio-mem.csv
84000,,18.2,14.11,4.99,0,0,0,0.06,0.13,0.12,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.66,3.54,1.29,7,0,0,prio-mem.csv
85000,,17.98,14.21,5.08,0,0,0,0.05,0.13,0.12,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.66,3.54,1.29,7,0,0,prio-mem.csv
86000,,17.98,14.21,5.08,0,0,0,0.05,0.13,0.12,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.66,3.54,1.29,7,0,0,prio-mem.csv
87000,,18.35,14.4,5.18,0,0,0,0.04,0.12,0.11,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.69,3.64,1.34,8,0,0,prio-mem.csv
88000,,18.35,14.4,5.18,0,0,0,0.04,0.12,0.11,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.69,3.64,1.34,7,0,0,prio-mem.csv
89000,,18.28,14.51,5.27,0,0,0,0.03,0.12,0.11,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.69,3.64,1.34,7,0,0,prio-mem.csv
90000,,18.28,14.51,5.27,0,0,0,0.03,0.12,0.11,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.69,3.64,1.34,7,0,0,prio-mem.csv
91000,,18.59,14.69,5.37,0,0,0,0.02,0.11,0.11,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.69,3.64,1.34,8,0,0,prio-mem.csv
92000,,18.59,14.69,5.37,0,0,0,0.02,0.11,0.11,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.63,3.73,1.38,8,0,0,prio-mem.csv
93000,,19.03,14.9,5.47,0,0,0,0.02,0.11,0.11,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.63,3.73,1.38,10,0,0,prio-mem.csv
94000,,19.03,14.9,5.47,0,0,0,0.02,0.11,0.11,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.63,3.73,1.38,8,0,0,prio-mem.csv
95000,,18.84,15.0,5.56,0,0,0,0.01,0.1,0.11,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.63,3.73,1.38,9,0,0,prio-mem.csv
96000,,18.84,15.0,5.56,0,0,0,0.01,0.1,0.11,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.63,3.73,1.38,7,0,0,prio-mem.csv
97000,,18.87,15.13,5.65,0,0,0,0.01,0.1,0.11,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.66,3.84,1.43,9,0,0,prio-mem.csv
98000,,18.87,15.13,5.65,0,0,0,0.01,0.1,0.11,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.66,3.84,1.43,8,0,0,prio-mem.csv
99000,,18.71,15.23,5.74,0,0,0,0.01,0.1,0.11,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.66,3.84,1.43,9,0,0,prio-mem.csv
100000,,18.71,15.23,5.74,0,0,0,0.01,0.1,0.11,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.66,3.84,1.43,8,0,0,prio-mem.csv
101000,,18.76,15.35,5.83,0,0,0,0.0,0.09,0.11,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.66,3.84,1.43,7,0,0,prio-mem.csv
102000,,18.76,15.35,5.83,0,0,0,0.0,0.09,0.11,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.77,3.96,1.48,7,0,0,prio-mem.csv
103000,,18.81,15.47,5.92,0,0,0,0.0,0.09,0.11,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,9.77,3.96,1.48,8,0,0,prio-mem.csv
104000,,18.81,15.47,5.92,0,0,0,0.0,0.09,0.11,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,9.77,3.96,1.48,7,0,0,prio-mem.csv
105000,,18.84,15.59,6.01,0,0,0,0.0,0.09,0.11,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,9.77,3.96,1.48,9,0,0,prio-mem.csv
106000,,18.84,15.59,6.01,0,0,0,0.0,0.09,0.11,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,9.77,3.96,1.48,7,0,0,prio-mem.csv
107000,,18.87,15.7,6.1,0,0,0,0.0,0.08,0.1,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,9.87,4.07,1.53,9,0,0,prio-mem.csv
108000,,18.87,15.7,6.1,0,0,0,0.0,0.08,0.1,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,9.87,4.07,1.53,8,0,0,prio-mem.csv
109000,,18.53,15.74,6.17,0,0,0,0.0,0.08,0.1,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,9.87,4.07,1.53,7,0,0,prio-mem.csv
110000,,18.53,15.74,6.17,0,0,0,0.0,0.08,0.1,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,9.87,4.07,1.53,8,0,0,prio-mem.csv
111000,,18.61,15.85,6.26,0,0,0,0.0,0.08,0.1,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,9.87,4.07,1.53,7,0,0,prio-mem.csv
