Task,Runtime_ms,Count,Avg_delay_ms,Max_delay_ms,Max_delay_start,Max_delay_end
systemd-resolve:934,0.646 ms,2,avg:   0.022 ms,max:   0.032 ms,max start: 96474.305724 s,max end: 96474.305756 s
Xwayland:26658,224.597 ms,2337,avg:   0.022 ms,max:   0.715 ms,max start: 96477.035342 s,max end: 96477.036057 s
grep:(3),5.057 ms,3,avg:   0.021 ms,max:   0.024 ms,max start: 96476.159386 s,max end: 96476.159409 s
curl-config:(4),7.714 ms,4,avg:   0.021 ms,max:   0.024 ms,max start: 96475.475159 s,max end: 96475.475183 s
kworker/u53:2:359709,0.066 ms,3,avg:   0.021 ms,max:   0.032 ms,max start: 96478.127080 s,max end: 96478.127111 s
sh:(450),947.573 ms,1549,avg:   0.021 ms,max:   0.407 ms,max start: 96463.881512 s,max end: 96463.881919 s
kworker/u50:27-:339786,85.199 ms,430,avg:   0.020 ms,max:   0.402 ms,max start: 96452.504958 s,max end: 96452.505360 s
expr:(3),6.990 ms,3,avg:   0.020 ms,max:   0.026 ms,max start: 96446.477447 s,max end: 96446.477474 s
cargo:(5),53.042 ms,91,avg:   0.020 ms,max:   0.045 ms,max start: 96475.057020 s,max end: 96475.057064 s
dirname:(16),18.059 ms,16,avg:   0.020 ms,max:   0.027 ms,max start: 96476.528375 s,max end: 96476.528402 s
generate-gitweb:(2),3.896 ms,5,avg:   0.020 ms,max:   0.027 ms,max start: 96481.399278 s,max end: 96481.399305 s
awk:366356,4.732 ms,1,avg:   0.020 ms,max:   0.020 ms,max start: 96479.903750 s,max end: 96479.903769 s
kworker/u53:1-t:345332,0.183 ms,9,avg:   0.020 ms,max:   0.042 ms,max start: 96448.941592 s,max end: 96448.941634 s
kworker/10:2-ev:341427,0.089 ms,1,avg:   0.019 ms,max:   0.019 ms,max start: 96474.339702 s,max end: 96474.339721 s
kworker/u53:10-:341875,0.198 ms,10,avg:   0.019 ms,max:   0.032 ms,max start: 96479.760119 s,max end: 96479.760151 s
kworker/u48:1-c:345091,0.072 ms,1,avg:   0.018 ms,max:   0.018 ms,max start: 96461.884509 s,max end: 96461.884527 s
opt cgu.0:(2),10.198 ms,26,avg:   0.018 ms,max:   0.032 ms,max start: 96475.389359 s,max end: 96475.389391 s
kworker/u53:8-t:341873,0.033 ms,2,avg:   0.018 ms,max:   0.019 ms,max start: 96478.127671 s,max end: 96478.127690 s
chmod:(49),57.489 ms,49,avg:   0.018 ms,max:   0.044 ms,max start: 96479.665430 s,max end: 96479.665474 s
cmp:(4),5.164 ms,4,avg:   0.018 ms,max:   0.023 ms,max start: 96481.378061 s,max end: 96481.378083 s
kworker/u53:5-t:340492,0.033 ms,2,avg:   0.018 ms,max:   0.019 ms,max start: 96478.128164 s,max end: 96478.128183 s
cat:(120),198.841 ms,135,avg:   0.017 ms,max:   0.125 ms,max start: 96477.432562 s,max end: 96477.432687 s
date:365686,1.070 ms,1,avg:   0.017 ms,max:   0.017 ms,max start: 96476.546662 s,max end: 96476.546679 s
mv:(31),62.665 ms,32,avg:   0.017 ms,max:   0.030 ms,max start: 96481.378889 s,max end: 96481.378919 s
migration/0:19,0.204 ms,10,avg:   0.017 ms,max:   0.022 ms,max start: 96463.619684 s,max end: 96463.619705 s
kworker/u52:2-t:340222,0.042 ms,2,avg:   0.016 ms,max:   0.016 ms,max start: 96466.941995 s,max end: 96466.942011 s
