Address_sizes,Architecture,BogoMIPS,Byte_Order,CPU(s),CPU(s)_scaling_MHz,CPU_family,CPU_max_MHz,CPU_min_MHz,CPU_op-mode(s),Core(s)_per_socket,Flags,Frequency_boost,L1d_cache,L1i_cache,L2_cache,L3_cache,Model,Model_name,NUMA_node(s),NUMA_node0_CPU(s),On-line_CPU(s)_list,Socket(s),Stepping,Thread(s)_per_core,Vendor_ID,Virtualization,Vulnerability_Gather_data_sampling,Vulnerability_Ghostwrite,Vulnerability_Indirect_target_selection,Vulnerability_Itlb_multihit,Vulnerability_L1tf,Vulnerability_Mds,Vulnerability_Meltdown,Vulnerability_Mmio_stale_data,Vulnerability_Old_microcode,Vulnerability_Reg_file_data_sampling,Vulnerability_Retbleed,Vulnerability_Spec_rstack_overflow,Vulnerability_Spec_store_bypass,Vulnerability_Spectre_v1,Vulnerability_Spectre_v2,Vulnerability_Srbds,Vulnerability_Tsa,Vulnerability_Tsx_async_abort,Vulnerability_Vmscape
"48 bits physical, 48 bits virtual",x86_64,"4192,34",Little Endian,12,47%,23,"4056,8191","413,6370","32-bit, 64-bit",6,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid extd_apicid aperfmperf rapl pni pclmulqdq monitor ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand lahf_lm cmp_legacy svm extapic cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw ibs skinit wdt tce topoext perfctr_core perfctr_nb bpext perfctr_llc mwaitx cpb cat_l3 cdp_l3 hw_pstate ssbd mba ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 cqm rdt_a rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 cqm_llc cqm_occup_llc cqm_mbm_total cqm_mbm_local clzero irperf xsaveerptr rdpru wbnoinvd cppc arat npt lbrv svm_lock nrip_save tsc_scale vmcb_clean flushbyasid decodeassists pausefilter pfthreshold avic v_vmsave_vmload vgif v_spec_ctrl umip rdpid overflow_recov succor smca,enabled,192 KiB (6 instances),192 KiB (6 instances),3 MiB (6 instances),8 MiB (2 instances),104,AMD Ryzen 5 5500U with Radeon Graphics,1,0-11,0-11,1,1,2,AuthenticAMD,AMD-V,Not affected,Not affected,Not affected,Not affected,Not affected,Not affected,Not affected,Not affected,Not affected,Not affected,Mitigation; untrained return thunk; SMT enabled with STIBP protection,Mitigation; Safe RET,Mitigation; Speculative Store Bypass disabled via prctl,Mitigation; usercopy/swapgs barriers and __user pointer sanitization,Mitigation; Retpolines; IBPB conditional; STIBP always-on; RSB filling; PBRSB-eIBRS Not affected; BHI Not affected,Not affected,Not affected,Not affected,Mitigation; IBPB before exit to userspace
