comm,parent,sched-in,run-time,min-run,avg-run,max-run,stddev,migrations
ln[79720],-1,2,1.048,0.018,0.524,1.029,96.39,0
ln[79576],-1,1,0.223,0.223,0.223,0.223,0.00,0
mv[79432],-1,1,1.731,1.731,1.731,1.731,0.00,0
sh[79288],-1,1,0.438,0.438,0.438,0.438,0.00,0
cc1[79144],-1,1,379.125,379.125,379.125,379.125,0.00,0
as[79000],-1,1,5.281,5.281,5.281,5.281,0.00,0
cat[78856],-1,1,0.241,0.241,0.241,0.241,0.00,0
as[78712],-1,1,6.514,6.514,6.514,6.514,0.00,0
libuv-worker[60624/60539],60539,20,0.500,0.006,0.025,0.053,13.05,0
cc[78568],-1,1,0.586,0.586,0.586,0.586,0.00,0
abrt-dump-journ[1192],1,1,0.087,0.087,0.087,0.087,0.00,0
mv[81008],-1,1,1.372,1.372,1.372,1.372,0.00,0
as[78424],-1,1,5.441,5.441,5.441,5.441,0.00,0
tr[80864],-1,1,0.967,0.967,0.967,0.967,0.00,0
cc1[78280],-1,1,58.388,58.388,58.388,58.388,0.00,0
gnome-session-s[3488],3228,1,0.080,0.080,0.080,0.080,0.00,0
pwd[80720],-1,1,0.674,0.674,0.674,0.674,0.00,0
cc1[78136],-1,1,137.318,137.318,137.318,137.318,0.00,0
cc[80576],-1,1,0.663,0.663,0.663,0.663,0.00,0
cc1[77992],-1,1,174.003,174.003,174.003,174.003,0.00,0
cc[80432],-1,1,0.597,0.597,0.597,0.597,0.00,0
cat[77848],-1,1,0.956,0.956,0.956,0.956,0.00,0
collect2[80288],-1,1,0.334,0.334,0.334,0.334,0.00,0
msgfmt[80144],-1,1,6.320,6.320,6.320,6.320,0.00,0
msgfmt[80000],-1,1,2.242,2.242,2.242,2.242,0.00,0
rm[79856],-1,1,0.872,0.872,0.872,0.872,0.00,0
ln[79712],-1,1,1.204,1.204,1.204,1.204,0.00,0
rm[79568],-1,1,0.198,0.198,0.198,0.198,0.00,0
chmod[79424],-1,1,1.015,1.015,1.015,1.015,0.00,0
cc1[79280],-1,1,155.644,155.644,155.644,155.644,0.00,0
as[79136],-1,1,7.788,7.788,7.788,7.788,0.00,0
as[78992],-1,1,10.857,10.857,10.857,10.857,0.00,0
cat[78848],-1,1,1.809,1.809,1.809,1.809,0.00,0
cc[78704],-1,1,0.631,0.631,0.631,0.631,0.00,0
localsearch-3[3912],3228,1,0.071,0.071,0.071,0.071,0.00,0
cc1[78560],-1,3,63.616,1.983,21.205,58.936,88.97,0
collect2[81000],-1,1,0.483,0.483,0.483,0.483,0.00,0
cc1[78416],-1,1,205.240,205.240,205.240,205.240,0.00,0
basename[80856],-1,1,1.018,1.018,1.018,1.018,0.00,0
as[78272],-1,1,6.316,6.316,6.316,6.316,0.00,0
pwd[80712],-1,1,0.695,0.695,0.695,0.695,0.00,0
cpuUsage.sh[78128],-1,1,0.570,0.570,0.570,0.570,0.00,0
as[80568],-1,1,6.242,6.242,6.242,6.242,0.00,0
as[77984],-1,1,25.356,25.356,25.356,25.356,0.00,0
cat[80424],-1,1,0.979,0.979,0.979,0.979,0.00,0
sh[77840],-1,2,0.784,0.028,0.392,0.755,92.78,0
cc[80280],-1,1,0.406,0.406,0.406,0.406,0.00,0
make[80136],-1,1,0.324,0.324,0.324,0.324,0.00,0
rm[79992],-1,1,0.903,0.903,0.903,0.903,0.00,0
sh[79848],-1,1,0.399,0.399,0.399,0.399,0.00,0
rm[79704],-1,1,0.953,0.953,0.953,0.953,0.00,0
sh[79560],-1,1,0.318,0.318,0.318,0.318,0.00,0
generate-script[79416],-1,1,0.331,0.331,0.331,0.331,0.00,0
as[79272],-1,1,7.366,7.366,7.366,7.366,0.00,0
cc[79128],-1,1,0.530,0.530,0.530,0.530,0.00,0
cc1[78984],-1,1,81.010,81.010,81.010,81.010,0.00,0
which[78840],-1,1,5.796,5.796,5.796,5.796,0.00,0
cc[78696],-1,1,0.542,0.542,0.542,0.542,0.00,0
gmain[8928/8927],8927,9,0.572,0.040,0.063,0.093,8.37,0
as[80992],-1,1,5.526,5.526,5.526,5.526,0.00,0
as[78408],-1,1,7.908,7.908,7.908,7.908,0.00,0
sh[80848],-1,1,0.539,0.539,0.539,0.539,0.00,0
cc[78264],-1,1,0.572,0.572,0.572,0.572,0.00,0
as[80704],-1,1,9.113,9.113,9.113,9.113,0.00,0
cpuUsage.sh[78120],-1,1,0.580,0.580,0.580,0.580,0.00,0
cpuUsage.sh[80560],-1,2,0.665,0.021,0.332,0.643,93.47,0
