comm,parent,sched-in,run-time,min-run,avg-run,max-run,stddev,migrations
cc[350439,-1,1,0.689,0.689,0.689,0.689,0.00,0
cc[350151,-1,1,0.632,0.632,0.632,0.632,0.00,0
cc[349575,-1,1,0.670,0.670,0.670,0.670,0.00,0
ln[351295,-1,1,1.141,1.141,1.141,1.141,0.00,0
cc[350575,-1,1,0.585,0.585,0.585,0.585,0.00,0
cc[350287,-1,1,0.614,0.614,0.614,0.614,0.00,0
cc[350143,-1,1,0.546,0.546,0.546,0.546,0.00,0
cc[349999,-1,1,0.707,0.707,0.707,0.707,0.00,0
cc[349855,-1,1,0.601,0.601,0.601,0.601,0.00,0
cc[349567,-1,1,0.599,0.599,0.599,0.599,0.00,0
cc[350999,-1,1,0.539,0.539,0.539,0.539,0.00,0
cc[350711,-1,1,0.794,0.794,0.794,0.794,0.00,0
cc[350567,-1,1,0.728,0.728,0.728,0.728,0.00,0
cc[352287,-1,1,0.499,0.499,0.499,0.499,0.00,0
ln[351567,-1,2,1.062,0.015,0.531,1.047,97.18,0
ln[351279,-1,1,0.918,0.918,0.918,0.918,0.00,0
cc[350415,-1,1,0.622,0.622,0.622,0.622,0.00,0
cc[350271,-1,1,0.504,0.504,0.504,0.504,0.00,0
cc[350127,-1,1,0.799,0.799,0.799,0.799,0.00,0
cc[349695,-1,1,0.643,0.643,0.643,0.643,0.00,0
cc[349831,-1,1,0.684,0.684,0.684,0.684,0.00,0
cc[352127,-1,1,0.584,0.584,0.584,0.584,0.00,0
cc[350543,-1,1,0.653,0.653,0.653,0.653,0.00,0
cc[350399,-1,1,0.928,0.928,0.928,0.928,0.00,0
cc[352263,-1,1,0.601,0.601,0.601,0.601,0.00,0
cc[352119,-1,1,0.522,0.522,0.522,0.522,0.00,0
ln[351399,-1,2,1.102,0.015,0.551,1.087,97.11,0
ln[351255,-1,1,0.831,0.831,0.831,0.831,0.00,0
cc[350391,-1,1,0.489,0.489,0.489,0.489,0.00,0
cc[349671,-1,1,0.788,0.788,0.788,0.788,0.00,0
ld[351967,-1,4,9.197,0.022,2.299,5.958,55.86,0
ln[351247,-1,1,0.227,0.227,0.227,0.227,0.00,0
cc[350095,-1,1,0.592,0.592,0.592,0.592,0.00,0
cc[352103,-1,1,0.657,0.657,0.657,0.657,0.00,0
ld[351959,-1,4,7.222,0.023,1.805,3.999,46.14,0
cc[350951,-1,1,0.638,0.638,0.638,0.638,0.00,0
cc[350375,-1,1,0.486,0.486,0.486,0.486,0.00,0
cc[350231,-1,1,0.694,0.694,0.694,0.694,0.00,0
cc[351951,-1,1,0.356,0.356,0.356,0.356,0.00,0
ln[351663,-1,1,0.432,0.432,0.432,0.432,0.00,0
ln[351519,-1,2,1.122,0.017,0.561,1.104,96.83,0
ln[351375,-1,2,1.107,0.015,0.553,1.092,97.28,0
ln[351231,-1,1,0.955,0.955,0.955,0.955,0.00,0
cc[352663,-1,1,0.559,0.559,0.559,0.559,0.00,0
cc[349647,-1,1,0.719,0.719,0.719,0.719,0.00,0
cc[349503,-1,2,0.787,0.030,0.393,0.757,92.25,0
ln[351655,-1,1,1.156,1.156,1.156,1.156,0.00,0
cc[350503,-1,1,0.587,0.587,0.587,0.587,0.00,0
cc[350071,-1,1,0.597,0.597,0.597,0.597,0.00,0
cc[349783,-1,1,0.710,0.710,0.710,0.710,0.00,0
cc[349495,-1,1,0.571,0.571,0.571,0.571,0.00,0
ld[351215,-1,1,10.139,10.139,10.139,10.139,0.00,0
cc[350927,-1,2,0.708,0.041,0.354,0.667,88.35,0
cc[350783,-1,1,0.693,0.693,0.693,0.693,0.00,0
cc[350639,-1,1,0.836,0.836,0.836,0.836,0.00,0
cc[350207,-1,1,0.560,0.560,0.560,0.560,0.00,0
cc[352647,-1,1,0.563,0.563,0.563,0.563,0.00,0
cc[350063,-1,1,0.624,0.624,0.624,0.624,0.00,0
cc[351927,-1,1,0.393,0.393,0.393,0.393,0.00,0
ln[351351,-1,2,1.216,0.114,0.608,1.102,81.23,0
cc[350919,-1,2,1.196,0.029,0.598,1.167,95.02,0
cc[352639,-1,1,0.540,0.540,0.540,0.540,0.00,0
cc[349623,-1,1,0.636,0.636,0.636,0.636,0.00,0
ln[351487,-1,1,1.001,1.001,1.001,1.001,0.00,0
ln[351343,-1,2,1.205,0.017,0.602,1.188,97.11,0
ld[351199,-1,3,8.431,0.488,2.810,5.972,58.28,0
cc[350623,-1,1,0.513,0.513,0.513,0.513,0.00,0
cc[350191,-1,1,0.636,0.636,0.636,0.636,0.00,0
cc[352631,-1,1,0.572,0.572,0.572,0.572,0.00,0
cc[352199,-1,1,0.487,0.487,0.487,0.487,0.00,0
cc[350759,-1,1,0.640,0.640,0.640,0.640,0.00,0
cc[350471,-1,1,0.761,0.761,0.761,0.761,0.00,0
cc[350183,-1,1,0.531,0.531,0.531,0.531,0.00,0
