comm,parent,sched-in,run-time,min-run,avg-run,max-run,stddev,migrations
cc[80617,-1,1,0.490,0.490,0.490,0.490,0.00,0
cc[80473,-1,1,0.519,0.519,0.519,0.519,0.00,0
cc[77889,-1,1,0.632,0.632,0.632,0.632,0.00,0
cc[79321,-1,1,0.568,0.568,0.568,0.568,0.00,0
cc[79177,-1,1,0.703,0.703,0.703,0.703,0.00,0
cc[78601,-1,1,0.730,0.730,0.730,0.730,0.00,0
cc[78457,-1,1,0.521,0.521,0.521,0.521,0.00,0
cc[77737,-1,1,0.618,0.618,0.618,0.618,0.00,0
ln[79889,-1,2,0.877,0.016,0.438,0.861,96.20,0
ln[79601,-1,1,1.147,1.147,1.147,1.147,0.00,0
cc[78737,-1,1,0.563,0.563,0.563,0.563,0.00,0
cc[78593,-1,1,0.402,0.402,0.402,0.402,0.00,0
cc[80457,-1,1,0.487,0.487,0.487,0.487,0.00,0
cc[79017,-1,1,0.602,0.602,0.602,0.602,0.00,0
cc[78297,-1,1,0.614,0.614,0.614,0.614,0.00,0
cc[78153,-1,1,0.610,0.610,0.610,0.610,0.00,0
cc[80593,-1,1,0.629,0.629,0.629,0.629,0.00,0
cc[78009,-1,1,0.598,0.598,0.598,0.598,0.00,0
cc[77865,-1,1,0.518,0.518,0.518,0.518,0.00,0
cc[78577,-1,1,0.804,0.804,0.804,0.804,0.00,0
cc[78433,-1,1,0.601,0.601,0.601,0.601,0.00,0
cc[78289,-1,1,0.811,0.811,0.811,0.811,0.00,0
ld[80297,-1,1,20.306,20.306,20.306,20.306,0.00,0
ln[79865,-1,1,0.932,0.932,0.932,0.932,0.00,0
ln[79721,-1,1,0.980,0.980,0.980,0.980,0.00,0
ln[79577,-1,1,0.780,0.780,0.780,0.780,0.00,0
cc[78713,-1,1,0.481,0.481,0.481,0.481,0.00,0
cc[78425,-1,1,0.549,0.549,0.549,0.549,0.00,0
cc[80577,-1,1,0.574,0.574,0.574,0.574,0.00,0
cc[80433,-1,1,0.458,0.458,0.458,0.458,0.00,0
cc[77849,-1,1,0.846,0.846,0.846,0.846,0.00,0
ld[80289,-1,1,250.608,250.608,250.608,250.608,0.00,0
cc[79137,-1,1,1.025,1.025,1.025,1.025,0.00,0
cc[78993,-1,1,0.722,0.722,0.722,0.722,0.00,0
ld[81001,-1,1,184.604,184.604,184.604,184.604,0.00,0
cc[78273,-1,1,0.591,0.591,0.591,0.591,0.00,0
cc[80569,-1,1,0.596,0.596,0.596,0.596,0.00,0
cc[77985,-1,1,0.680,0.680,0.680,0.680,0.00,0
cc[80425,-1,1,0.748,0.748,0.748,0.748,0.00,0
cc[80281,-1,1,0.399,0.399,0.399,0.399,0.00,0
ln[79993,-1,1,0.849,0.849,0.849,0.849,0.00,0
cc[79273,-1,1,0.566,0.566,0.566,0.566,0.00,0
cc[78409,-1,1,0.559,0.559,0.559,0.559,0.00,0
ln[79985,-1,2,0.948,0.019,0.474,0.928,95.80,0
ln[79841,-1,2,0.901,0.020,0.450,0.881,95.51,0
cc[78977,-1,1,0.652,0.652,0.652,0.652,0.00,0
cc[78689,-1,1,0.599,0.599,0.599,0.599,0.00,0
cc[80985,-1,1,0.584,0.584,0.584,0.584,0.00,0
cc[80265,-1,1,0.691,0.691,0.691,0.691,0.00,0
cc[79545,-1,1,0.296,0.296,0.296,0.296,0.00,0
cc[79113,-1,1,0.557,0.557,0.557,0.557,0.00,0
cc[78681,-1,1,0.926,0.926,0.926,0.926,0.00,0
cc[80977,-1,1,0.544,0.544,0.544,0.544,0.00,0
cc[78249,-1,1,0.504,0.504,0.504,0.504,0.00,0
cc[80545,-1,1,0.524,0.524,0.524,0.524,0.00,0
cc[77961,-1,1,0.597,0.597,0.597,0.597,0.00,0
ld[79537,-1,1,113.099,113.099,113.099,113.099,0.00,0
cc[78961,-1,1,0.682,0.682,0.682,0.682,0.00,0
cc[78817,-1,1,0.699,0.699,0.699,0.699,0.00,0
cc[78097,-1,1,0.446,0.446,0.446,0.446,0.00,0
cc[80537,-1,1,0.561,0.561,0.561,0.561,0.00,0
cc[77953,-1,1,0.661,0.661,0.661,0.661,0.00,0
cc[80249,-1,1,0.473,0.473,0.473,0.473,0.00,0
ln[79961,-1,1,1.219,1.219,1.219,1.219,0.00,0
ln[79817,-1,1,1.306,1.306,1.306,1.306,0.00,0
ln[79673,-1,1,1.075,1.075,1.075,1.075,0.00,0
ld[79529,-1,1,171.013,171.013,171.013,171.013,0.00,0
cc[79241,-1,1,0.514,0.514,0.514,0.514,0.00,0
cc[78953,-1,1,0.719,0.719,0.719,0.719,0.00,0
cc[78809,-1,1,0.586,0.586,0.586,0.586,0.00,0
ln[79809,-1,1,0.189,0.189,0.189,0.189,0.00,0
cc[80665,-1,1,0.478,0.478,0.478,0.478,0.00,0
cc[80521,-1,1,0.553,0.553,0.553,0.553,0.00,0
cc[77937,-1,1,0.479,0.479,0.479,0.479,0.00,0
cc[79081,-1,1,0.570,0.570,0.570,0.570,0.00,0
cc[78649,-1,1,0.486,0.486,0.486,0.486,0.00,0
cc[78505,-1,1,1.319,1.319,1.319,1.319,0.00,0
cc[80945,-1,1,0.902,0.902,0.902,0.902,0.00,0
cc[80657,-1,1,0.647,0.647,0.647,0.647,0.00,0
cc[77929,-1,1,0.483,0.483,0.483,0.483,0.00,0
ln[79937,-1,1,0.950,0.950,0.950,0.950,0.00,0
ln[79649,-1,2,0.675,0.031,0.337,0.644,90.68,0
cc[78641,-1,1,0.534,0.534,0.534,0.534,0.00,0
cc[78497,-1,2,0.433,0.022,0.216,0.411,89.55,0
cc[80937,-1,1,0.508,0.508,0.508,0.508,0.00,0
ln[79785,-1,1,0.889,0.889,0.889,0.889,0.00,0
cc[79065,-1,1,0.701,0.701,0.701,0.701,0.00,0
cc[78201,-1,1,0.959,0.959,0.959,0.959,0.00,0
cc[80641,-1,1,0.607,0.607,0.607,0.607,0.00,0
cc[77913,-1,1,0.408,0.408,0.408,0.408,0.00,0
ln[79777,-1,1,1.006,1.006,1.006,1.006,0.00,0
ln[79633,-1,1,0.935,0.935,0.935,0.935,0.00,0
cc[79345,-1,1,0.902,0.902,0.902,0.902,0.00,0
cc[78625,-1,2,0.508,0.032,0.254,0.476,87.25,0
cc[80921,-1,1,0.565,0.565,0.565,0.565,0.00,0
ln[79913,-1,1,1.042,1.042,1.042,1.042,0.00,0
ln[79625,-1,1,0.212,0.212,0.212,0.212,0.00,0
cc[79193,-1,1,0.566,0.566,0.566,0.566,0.00,0
cc[78617,-1,1,0.813,0.813,0.813,0.813,0.00,0
cc[77897,-1,1,0.469,0.469,0.469,0.469,0.00,0
cc[80426,-1,1,0.549,0.549,0.549,0.549,0.00,0
cc[77842,-1,1,0.583,0.583,0.583,0.583,0.00,0
cc[80282,-1,1,0.320,0.320,0.320,0.320,0.00,0
cc[78986,-1,1,0.629,0.629,0.629,0.629,0.00,0
cc[77978,-1,1,0.540,0.540,0.540,0.540,0.00,0
ln[79842,-1,1,0.928,0.928,0.928,0.928,0.00,0
ln[79698,-1,1,1.151,1.151,1.151,1.151,0.00,0
cc[79122,-1,1,0.676,0.676,0.676,0.676,0.00,0
cc[80986,-1,1,0.270,0.270,0.270,0.270,0.00,0
ld[79546,-1,1,20.449,20.449,20.449,20.449,0.00,0
cc[79258,-1,1,0.567,0.567,0.567,0.567,0.00,0
cc[78826,-1,1,0.638,0.638,0.638,0.638,0.00,0
cc[78538,-1,1,0.868,0.868,0.868,0.868,0.00,0
cc[78394,-1,1,0.895,0.895,0.895,0.895,0.00,0
ld[79538,-1,1,15.551,15.551,15.551,15.551,0.00,0
cc[78530,-1,2,0.688,0.033,0.344,0.654,90.17,0
cc[78386,-1,1,0.598,0.598,0.598,0.598,0.00,0
cc[80538,-1,1,0.605,0.605,0.605,0.605,0.00,0
cc[80250,-1,1,0.560,0.560,0.560,0.560,0.00,0
cc[79098,-1,1,0.631,0.631,0.631,0.631,0.00,0
cc[78810,-1,1,0.486,0.486,0.486,0.486,0.00,0
cc[78234,-1,1,0.877,0.877,0.877,0.877,0.00,0
cc[80674,-1,1,0.624,0.624,0.624,0.624,0.00,0
cc[80530,-1,1,0.601,0.601,0.601,0.601,0.00,0
ln[79810,-1,2,1.115,0.018,0.557,1.097,96.76,0
cc[79234,-1,1,0.523,0.523,0.523,0.523,0.00,0
cc[79090,-1,1,0.883,0.883,0.883,0.883,0.00,0
cc[78802,-1,1,0.612,0.612,0.612,0.612,0.00,0
cc[78658,-1,1,0.675,0.675,0.675,0.675,0.00,0
cc[78514,-1,1,0.699,0.699,0.699,0.699,0.00,0
cc[80954,-1,1,0.407,0.407,0.407,0.407,0.00,0
cc[78370,-1,1,0.911,0.911,0.911,0.911,0.00,0
cc[78226,-1,1,0.577,0.577,0.577,0.577,0.00,0
cc[78362,-1,1,0.613,0.613,0.613,0.613,0.00,0
ln[79938,-1,1,0.974,0.974,0.974,0.974,0.00,0
ln[79650,-1,1,0.676,0.676,0.676,0.676,0.00,0
cc[78210,-1,1,0.488,0.488,0.488,0.488,0.00,0
cc[80650,-1,1,0.531,0.531,0.531,0.531,0.00,0
cc[78066,-1,1,0.719,0.719,0.719,0.719,0.00,0
cc[77922,-1,1,0.512,0.512,0.512,0.512,0.00,0
ln[79786,-1,1,0.781,0.781,0.781,0.781,0.00,0
cc[78634,-1,1,1.196,1.196,1.196,1.196,0.00,0
cc[78490,-1,1,0.621,0.621,0.621,0.621,0.00,0
cc[80930,-1,1,0.620,0.620,0.620,0.620,0.00,0
cc[80498,-1,1,0.467,0.467,0.467,0.467,0.00,0
ln[79778,-1,1,1.094,1.094,1.094,1.094,0.00,0
cc[79202,-1,1,0.678,0.678,0.678,0.678,0.00,0
cc[78482,-1,1,0.637,0.637,0.637,0.637,0.00,0
cc[78338,-1,2,0.522,0.021,0.261,0.500,91.73,0
cc[78050,-1,1,0.563,0.563,0.563,0.563,0.00,0
ln[79914,-1,1,0.459,0.459,0.459,0.459,0.00,0
cc[79194,-1,1,0.750,0.750,0.750,0.750,0.00,0
cc[78906,-1,1,0.651,0.651,0.651,0.651,0.00,0
cc[78762,-1,1,0.468,0.468,0.468,0.468,0.00,0
cc[80914,-1,1,0.431,0.431,0.431,0.431,0.00,0
cc[78186,-1,1,0.598,0.598,0.598,0.598,0.00,0
