comm,parent,sched-in,run-time,min-run,avg-run,max-run,stddev,migrations
cc[163360,-1,1,0.584,0.584,0.584,0.584,0.00,0
cc[162928,-1,1,0.320,0.320,0.320,0.320,0.00,0
ln[164792,-1,1,1.035,1.035,1.035,1.035,0.00,0
cc[164648,-1,1,0.307,0.307,0.307,0.307,0.00,0
cc[163784,-1,1,0.645,0.645,0.645,0.645,0.00,0
cc[163496,-1,1,0.575,0.575,0.575,0.575,0.00,0
cc[165792,-1,1,0.646,0.646,0.646,0.646,0.00,0
cc[163064,-1,1,0.566,0.566,0.566,0.566,0.00,0
cc[163776,-1,1,0.774,0.774,0.774,0.774,0.00,0
cc[166072,-1,1,0.610,0.610,0.610,0.610,0.00,0
cc[164344,-1,1,0.692,0.692,0.692,0.692,0.00,0
cc[164200,-1,1,0.620,0.620,0.620,0.620,0.00,0
cc[163336,-1,1,0.503,0.503,0.503,0.503,0.00,0
cc[163048,-1,1,1.313,1.313,1.313,1.313,0.00,0
ln[164768,-1,1,0.985,0.985,0.985,0.985,0.00,0
cc[163904,-1,1,1.070,1.070,1.070,1.070,0.00,0
cc[163760,-1,1,0.615,0.615,0.615,0.615,0.00,0
cc[163472,-1,1,0.566,0.566,0.566,0.566,0.00,0
cc[163328,-1,1,0.668,0.668,0.668,0.668,0.00,0
cc[165768,-1,1,0.597,0.597,0.597,0.597,0.00,0
cc[163184,-1,1,0.914,0.914,0.914,0.914,0.00,0
cc[163040,-1,1,0.629,0.629,0.629,0.629,0.00,0
ln[164752,-1,2,1.150,0.018,0.575,1.132,96.86,0
cc[164320,-1,1,0.767,0.767,0.767,0.767,0.00,0
cc[163312,-1,1,0.697,0.697,0.697,0.697,0.00,0
cc[165752,-1,1,0.531,0.531,0.531,0.531,0.00,0
ln[165032,-1,1,1.091,1.091,1.091,1.091,0.00,0
ln[164888,-1,1,1.060,1.060,1.060,1.060,0.00,0
cc[164024,-1,1,0.541,0.541,0.541,0.541,0.00,0
cc[163880,-1,1,0.495,0.495,0.495,0.495,0.00,0
cc[163160,-1,1,0.533,0.533,0.533,0.533,0.00,0
cc[165600,-1,1,0.579,0.579,0.579,0.579,0.00,0
ln[165024,-1,1,1.118,1.118,1.118,1.118,0.00,0
cc[163728,-1,1,0.594,0.594,0.594,0.594,0.00,0
cc[163584,-1,1,0.600,0.600,0.600,0.600,0.00,0
cc[163440,-1,1,0.491,0.491,0.491,0.491,0.00,0
cc[165736,-1,1,0.606,0.606,0.606,0.606,0.00,0
cc[163008,-1,1,0.677,0.677,0.677,0.677,0.00,0
cc[164584,-1,1,1.140,1.140,1.140,1.140,0.00,0
ld[166160,-1,1,197.972,197.972,197.972,197.972,0.00,0
cc[163144,-1,1,0.973,0.973,0.973,0.973,0.00,0
ld[165440,-1,1,44.464,44.464,44.464,44.464,0.00,0
ln[165008,-1,1,0.506,0.506,0.506,0.506,0.00,0
ln[164864,-1,1,1.032,1.032,1.032,1.032,0.00,0
cc[164288,-1,1,0.593,0.593,0.593,0.593,0.00,0
cc[163856,-1,1,0.589,0.589,0.589,0.589,0.00,0
cc[163712,-1,1,1.022,1.022,1.022,1.022,0.00,0
cc[166152,-1,1,0.428,0.428,0.428,0.428,0.00,0
cc[163568,-1,1,0.541,0.541,0.541,0.541,0.00,0
cc[163136,-1,1,0.834,0.834,0.834,0.834,0.00,0
cc[164136,-1,1,0.632,0.632,0.632,0.632,0.00,0
cc[163848,-1,1,0.561,0.561,0.561,0.561,0.00,0
cc[163416,-1,1,0.562,0.562,0.562,0.562,0.00,0
cc[163128,-1,1,0.641,0.641,0.641,0.641,0.00,0
cc[165424,-1,1,0.356,0.356,0.356,0.356,0.00,0
ln[165136,-1,1,0.897,0.897,0.897,0.897,0.00,0
cc[164416,-1,1,0.480,0.480,0.480,0.480,0.00,0
cc[164272,-1,1,0.893,0.893,0.893,0.893,0.00,0
cc[163984,-1,1,0.658,0.658,0.658,0.658,0.00,0
cc[163264,-1,1,0.575,0.575,0.575,0.575,0.00,0
cc[165560,-1,1,0.506,0.506,0.506,0.506,0.00,0
ln[164984,-1,1,0.836,0.836,0.836,0.836,0.00,0
cc[164120,-1,1,0.526,0.526,0.526,0.526,0.00,0
cc[163832,-1,1,0.659,0.659,0.659,0.659,0.00,0
cc[163688,-1,1,0.516,0.516,0.516,0.516,0.00,0
cc[163400,-1,1,0.587,0.587,0.587,0.587,0.00,0
cc[163112,-1,1,0.524,0.524,0.524,0.524,0.00,0
cc[164688,-1,1,0.386,0.386,0.386,0.386,0.00,0
cc[163680,-1,1,0.580,0.580,0.580,0.580,0.00,0
cc[166120,-1,1,0.649,0.649,0.649,0.649,0.00,0
cc[163536,-1,1,0.850,0.850,0.850,0.850,0.00,0
cc[165688,-1,1,0.617,0.617,0.617,0.617,0.00,0
cc[163104,-1,1,0.574,0.574,0.574,0.574,0.00,0
cc[164392,-1,1,0.627,0.627,0.627,0.627,0.00,0
cc[163960,-1,1,0.943,0.943,0.943,0.943,0.00,0
cc[165680,-1,1,0.527,0.527,0.527,0.527,0.00,0
cc[165392,-1,1,0.520,0.520,0.520,0.520,0.00,0
cc[164672,-1,1,0.341,0.341,0.341,0.341,0.00,0
cc[163808,-1,1,0.719,0.719,0.719,0.719,0.00,0
cc[163664,-1,1,0.613,0.613,0.613,0.613,0.00,0
cc[166104,-1,1,0.691,0.691,0.691,0.691,0.00,0
cc[163520,-1,1,0.597,0.597,0.597,0.597,0.00,0
cc[165816,-1,1,0.468,0.468,0.468,0.468,0.00,0
cc[163088,-1,1,0.679,0.679,0.679,0.679,0.00,0
cc[164664,-1,1,0.399,0.399,0.399,0.399,0.00,0
cc[163800,-1,1,0.503,0.503,0.503,0.503,0.00,0
cc[163656,-1,1,0.653,0.653,0.653,0.653,0.00,0
cc[163224,-1,1,0.936,0.936,0.936,0.936,0.00,0
cc[165664,-1,1,0.640,0.640,0.640,0.640,0.00,0
ln[164889,-1,1,0.828,0.828,0.828,0.828,0.00,0
cc[163737,-1,1,0.462,0.462,0.462,0.462,0.00,0
cc[163593,-1,1,0.705,0.705,0.705,0.705,0.00,0
cc[163449,-1,1,0.715,0.715,0.715,0.715,0.00,0
cc[164585,-1,1,0.626,0.626,0.626,0.626,0.00,0
cc[163865,-1,1,0.563,0.563,0.563,0.563,0.00,0
cc[163721,-1,1,0.659,0.659,0.659,0.659,0.00,0
cc[163577,-1,1,0.505,0.505,0.505,0.505,0.00,0
cc[163433,-1,1,0.470,0.470,0.470,0.470,0.00,0
cc[163001,-1,1,0.700,0.700,0.700,0.700,0.00,0
ld[165441,-1,1,72.487,72.487,72.487,72.487,0.00,0
ln[165009,-1,1,0.216,0.216,0.216,0.216,0.00,0
ln[164865,-1,1,0.941,0.941,0.941,0.941,0.00,0
ln[164721,-1,1,0.840,0.840,0.840,0.840,0.00,0
cc[164145,-1,1,0.499,0.499,0.499,0.499,0.00,0
cc[163425,-1,1,0.593,0.593,0.593,0.593,0.00,0
cc[164425,-1,1,0.482,0.482,0.482,0.482,0.00,0
cc[164281,-1,1,0.657,0.657,0.657,0.657,0.00,0
cc[163993,-1,1,0.484,0.484,0.484,0.484,0.00,0
cc[165425,-1,1,0.470,0.470,0.470,0.470,0.00,0
ln[165137,-1,1,0.958,0.958,0.958,0.958,0.00,0
cc[163841,-1,1,0.590,0.590,0.590,0.590,0.00,0
cc[163697,-1,1,0.530,0.530,0.530,0.530,0.00,0
cc[166137,-1,1,0.504,0.504,0.504,0.504,0.00,0
cc[163409,-1,1,0.676,0.676,0.676,0.676,0.00,0
cc[165561,-1,2,0.682,0.023,0.341,0.658,93.01,0
ln[164985,-1,1,1.087,1.087,1.087,1.087,0.00,0
ln[164841,-1,1,0.217,0.217,0.217,0.217,0.00,0
cc[166129,-1,1,0.588,0.588,0.588,0.588,0.00,0
cc[163545,-1,1,1.459,1.459,1.459,1.459,0.00,0
cc[165697,-1,1,0.629,0.629,0.629,0.629,0.00,0
cc[165409,-1,1,0.630,0.630,0.630,0.630,0.00,0
cc[164257,-1,1,0.704,0.704,0.704,0.704,0.00,0
cc[164113,-1,1,0.701,0.701,0.701,0.701,0.00,0
cc[163969,-1,1,0.484,0.484,0.484,0.484,0.00,0
cc[166121,-1,1,0.547,0.547,0.547,0.547,0.00,0
cc[163393,-1,1,0.519,0.519,0.519,0.519,0.00,0
